publishedAt,channelId,title,description,thumbnails,channelTitle,liveBroadcastContent,publishTime,videoId,viewCount,likeCount,favoriteCount,commentCount,country
2022-08-28T12:59:35Z,UClRNDVO8093rmRTtLe4GEPw,도쿄의 고독한 대식가 - 일본(1),안녕하세요 '디스이즈네버댓'의 초청으로 일본에 잠시 왔습니다. 당분간 일본 먹방여행으로 찾아뵙겠습니다. 감사합니다.,"{'default': {'url': 'https://i.ytimg.com/vi/49tjroGV8nk/default.jpg', 'width': 120, 'height': 90}, 'medium': {'url': 'https://i.ytimg.com/vi/49tjroGV8nk/mqdefault.jpg', 'width': 320, 'height': 180}, 'high': {'url': 'https://i.ytimg.com/vi/49tjroGV8nk/hqdefault.jpg', 'width': 480, 'height': 360}}",곽튜브,none,2022-08-28T12:59:35Z,49tjroGV8nk,4012935,43818,0,4047,
